age,online_class_time,class_rating,class_medium,self_study_time,sleep_time,social_media_time,time_utilized
24,0.0,Very poor,Smartphone,1.0,5.0,4.0,NO
23,0.0,Good,Laptop/Desktop,0.0,8.0,3.0,NO
20,5.0,Good,Laptop/Desktop,1.0,8.0,1.0,YES
29,10.0,Good,Laptop/Desktop,7.0,6.0,7.0,YES
20,4.0,Average,Laptop/Desktop,1.0,10.0,5.0,YES
21,1.0,Good,Smartphone,5.0,7.0,2.0,NO
21,6.0,Average,Laptop/Desktop,2.0,8.0,5.0,NO
19,7.0,Average,Laptop/Desktop,1.0,5.0,6.0,NO
19,5.0,Average,Smartphone,6.0,5.0,4.0,YES
39,2.0,Excellent,Tablet,1.0,7.0,1.0,NO
20,3.0,Average,Smartphone,2.0,8.0,1.0,NO
19,5.0,Average,Laptop/Desktop,2.0,8.0,2.0,NO
23,2.0,Average,Laptop/Desktop,6.0,7.0,4.0,YES
21,5.0,Average,Laptop/Desktop,2.0,10.0,2.0,YES
10,5.0,Average,Laptop/Desktop,2.0,9.0,1.5,YES
14,5.0,Average,Tablet,1.0,9.0,1.0,YES
9,5.0,Excellent,Smartphone or Laptop/Desktop,2.0,7.0,1.0,YES
22,4.0,Average,Laptop/Desktop,3.0,7.0,1.0,YES
13,4.0,Good,Laptop/Desktop,2.0,10.0,3.0,NO
23,2.0,Very poor,Smartphone,2.0,6.0,3.0,NO
13,5.0,Very poor,Smartphone,1.0,7.0,4.0,NO
21,1.0,Good,Laptop/Desktop,3.0,10.0,3.0,YES
34,3.0,Average,Smartphone,6.0,6.0,1.0,YES
14,9.0,Good,Smartphone,2.0,9.0,1.0,YES
32,2.0,Average,Smartphone,2.0,6.0,1.0,YES
21,3.0,Average,Smartphone,2.0,8.0,6.0,NO
19,3.0,Excellent,Smartphone,0.0,6.0,4.0,YES
14,5.0,Average,Tablet,3.0,6.0,4.0,YES
22,1.0,Average,Smartphone,1.0,9.0,3.0,YES
26,9.0,Very poor,Laptop/Desktop,2.0,5.0,3.0,YES
21,2.0,Very poor,Smartphone,2.0,7.0,1.0,NO
22,1.0,Very poor,Laptop/Desktop,6.0,6.0,2.0,YES
21,2.0,Average,Laptop/Desktop,3.0,8.0,6.0,YES
40,5.0,Excellent,Laptop/Desktop,4.0,7.0,6.0,YES
15,2.0,Good,Laptop/Desktop,2.0,11.0,5.0,NO
16,3.0,Average,Smartphone,3.0,10.0,5.0,NO
20,4.0,Very poor,Smartphone,3.0,8.0,5.0,YES
22,2.0,Very poor,Laptop/Desktop,1.0,8.0,4.0,NO
22,4.0,Average,Laptop/Desktop,6.0,8.0,5.0,NO
23,2.0,Good,Smartphone,7.0,7.0,4.0,NO
21,4.0,Good,Laptop/Desktop,10.0,7.0,3.0,NO
17,3.0,Average,Smartphone,2.0,8.0,5.0,YES
24,0.0,Average,Laptop/Desktop,10.0,8.0,1.0,YES
19,1.0,Average,Smartphone,0.0,8.0,6.0,NO
23,10.0,Average,Laptop/Desktop,1.0,8.0,8.0,YES
21,6.0,Average,Smartphone,2.0,7.0,3.0,YES
14,6.0,Good,Tablet,2.0,8.3,1.0,NO
14,3.0,Good,Smartphone,1.0,8.0,3.0,NO
23,2.0,Average,Laptop/Desktop,6.0,7.0,2.0,NO
33,2.0,Average,Smartphone,1.0,6.0,1.0,NO
11,4.0,Good,Smartphone,2.0,9.0,1.0,YES
20,3.0,Good,Laptop/Desktop,2.0,10.0,2.0,YES
23,2.0,Average,Smartphone,2.0,8.0,1.0,YES
18,0.0,Poor,Smartphone,0.0,12.0,1.0,NO
21,4.0,Average,Smartphone,8.0,6.0,1.0,NO
38,2.0,Very poor,Laptop/Desktop,4.0,7.0,3.0,NO
20,5.0,Good,Laptop/Desktop,5.0,8.0,3.0,YES
11,2.0,Excellent,Smartphone,1.0,10.0,3.0,YES
22,0.0,Good,Laptop/Desktop,4.0,7.0,3.0,NO
21,8.0,Very poor,Laptop/Desktop,1.0,9.0,2.0,NO
26,0.0,Very poor,Smartphone,0.0,12.0,2.0,NO
23,2.0,Very poor,Laptop/Desktop,1.0,7.5,1.0,YES
19,3.0,Average,Smartphone,5.0,6.0,1.0,YES
21,5.0,Average,Smartphone,3.0,8.0,4.0,NO
20,4.0,Very poor,Laptop/Desktop,3.0,9.0,2.0,YES
19,1.0,Good,Laptop/Desktop,2.0,8.0,1.0,NO
20,4.0,Very poor,Smartphone,2.0,10.0,1.0,NO
19,2.0,Average,Laptop/Desktop,3.0,8.0,2.0,NO
17,4.0,Good,Laptop/Desktop,2.0,10.0,6.0,YES
20,10.0,Very poor,Laptop/Desktop,2.0,8.0,5.0,NO
20,4.0,Good,Smartphone,2.0,8.0,2.0,YES
27,4.0,Average,Smartphone,2.0,7.0,8.0,NO
18,7.0,Very poor,Smartphone,4.0,9.0,2.0,NO
18,8.0,Good,Smartphone,2.0,7.0,1.5,NO
19,6.0,Average,Smartphone,4.0,6.0,5.0,NO
18,5.0,Very poor,Smartphone,0.0,7.0,1.0,YES
20,4.0,Good,Smartphone,2.0,8.0,2.0,YES
19,6.0,Very poor,Laptop/Desktop,2.0,8.0,2.0,NO
19,6.0,Average,Laptop/Desktop,5.0,7.0,3.0,YES
18,8.0,Very poor,Smartphone,0.0,6.0,5.0,NO
18,4.0,Very poor,Smartphone,0.0,8.0,2.0,YES
19,8.0,Good,Smartphone,2.0,8.0,5.0,NO
26,1.0,Average,Smartphone,1.0,8.0,3.0,NO
18,8.0,Average,Smartphone,3.0,5.0,4.0,NO
19,2.0,Good,Smartphone,2.0,8.0,3.0,NO
18,5.0,Average,Smartphone,2.0,6.0,1.0,NO
21,2.0,Average,Laptop/Desktop,1.0,12.0,3.0,NO
19,0.0,Very poor,Laptop/Desktop,8.0,8.0,10.0,YES
23,2.0,Average,Laptop/Desktop,2.0,7.0,5.0,NO
22,4.0,Good,Laptop/Desktop,2.0,9.0,3.0,YES
19,8.0,Average,Smartphone,4.0,6.0,1.0,NO
19,6.0,Good,Laptop/Desktop,2.0,8.0,10.0,NO
18,6.0,Very poor,Smartphone,4.0,7.0,3.0,YES
12,0.0,Excellent,Smartphone,3.0,8.0,1.0,YES
18,5.0,Good,Smartphone,3.0,8.0,3.0,NO
19,4.0,Very poor,Laptop/Desktop,3.0,8.0,2.0,YES
19,6.0,Average,Laptop/Desktop,2.0,6.0,3.0,NO
20,3.0,Very poor,Laptop/Desktop,2.0,7.0,3.0,NO
26,4.0,Very poor,Smartphone,2.0,7.0,2.0,NO
20,3.0,Very poor,Laptop/Desktop,2.0,8.0,1.0,NO
23,4.0,Good,Smartphone,2.0,7.0,3.0,YES
26,4.0,Very poor,Smartphone,3.0,7.0,2.0,NO
19,4.0,Average,Laptop/Desktop,2.0,8.0,2.0,NO
22,0.0,Good,Laptop/Desktop,2.0,9.0,2.0,YES
23,3.0,Average,Smartphone,4.0,8.0,3.0,YES
20,2.0,Good,Smartphone,3.0,6.0,2.0,NO
29,5.0,Average,Laptop/Desktop,3.0,8.0,2.0,YES
28,5.0,Good,Laptop/Desktop,4.0,10.0,2.0,YES
32,3.0,Average,Laptop/Desktop,2.0,6.0,2.0,YES
21,0.0,Poor,Smartphone,1.0,7.0,2.0,YES
24,1.0,Good,Smartphone,3.0,8.0,2.0,YES
25,0.0,Good,Laptop/Desktop,4.0,8.0,2.0,NO
32,4.0,Average,Laptop/Desktop,4.0,6.0,0.3,YES
35,1.0,Good,Smartphone,3.0,7.0,2.0,YES
27,0.0,Good,Smartphone,2.0,8.0,2.0,NO
36,3.0,Average,Laptop/Desktop,2.0,10.0,2.0,NO
22,5.0,Very poor,Laptop/Desktop,1.0,8.0,1.0,YES
20,6.0,Good,Laptop/Desktop,4.0,6.0,1.0,YES
16,4.0,Very poor,Smartphone,2.0,9.0,2.0,NO
38,2.0,Average,Laptop/Desktop,3.0,5.0,3.0,YES
24,2.0,Good,Smartphone,0.0,9.0,5.0,YES
25,0.0,Very poor,Smartphone,2.0,7.0,5.0,NO
20,2.0,Very poor,Smartphone,8.0,6.0,1.0,YES
22,2.0,Very poor,Smartphone,1.0,9.0,3.0,NO
23,4.0,Average,Smartphone,3.0,8.0,2.0,NO
24,2.0,Very poor,Smartphone,6.0,12.0,4.0,NO
20,0.0,Average,Smartphone,0.0,9.0,2.0,NO
20,5.0,Average,Laptop/Desktop,4.0,8.0,1.5,NO
19,3.0,Very poor,Laptop/Desktop,3.0,8.0,3.0,NO
18,4.0,Very poor,Laptop/Desktop,1.0,10.0,3.0,NO
20,5.0,Very poor,Laptop/Desktop,3.0,10.0,3.0,YES
21,6.0,Good,Laptop/Desktop,4.0,8.0,2.0,YES
20,2.0,Very poor,Laptop/Desktop,1.0,6.0,1.0,NO
20,2.0,Good,Smartphone,2.0,8.0,2.0,YES
21,4.0,Excellent,Laptop/Desktop,2.0,8.0,0.5,YES
22,2.0,Average,Laptop/Desktop,2.0,8.0,3.0,NO
22,2.0,Very poor,Smartphone,3.0,10.0,4.0,NO
21,0.0,Poor,Smartphone,1.0,7.0,0.0,YES
19,4.0,Very poor,Laptop/Desktop,3.0,10.0,4.0,NO
18,2.0,Average,Smartphone,2.0,8.0,1.3,NO
20,3.0,Very poor,Smartphone,2.0,6.0,3.0,YES
20,3.0,Average,Smartphone,3.0,11.0,3.0,NO
18,0.0,Good,Smartphone,3.0,7.0,2.0,YES
31,8.0,Very poor,Laptop/Desktop,1.0,8.0,2.0,NO
18,6.0,Very poor,Laptop/Desktop,2.0,8.0,1.0,NO
20,3.0,Average,Laptop/Desktop,2.0,9.0,5.0,NO
33,4.0,Average,Smartphone,2.0,6.0,4.0,YES
24,2.0,Average,Smartphone,4.0,6.0,3.0,NO
17,5.0,Very poor,Laptop/Desktop,0.5,7.5,0.5,YES
15,4.0,Average,Laptop/Desktop,3.0,8.0,2.0,YES
17,4.0,Average,Laptop/Desktop,5.0,7.0,0.4,NO
16,4.0,Excellent,Smartphone or Laptop/Desktop,3.0,8.0,5.0,NO
15,8.0,Average,Tablet,4.0,5.0,2.0,YES
16,8.0,Good,Smartphone,5.0,9.0,1.0,NO
15,7.0,Good,Smartphone,3.0,6.0,0.0,NO
16,5.0,Very poor,Smartphone,1.0,10.0,1.5,NO
16,4.0,Very poor,Smartphone,4.0,7.0,2.0,NO
16,7.0,Good,Tablet,3.0,8.0,0.5,NO
30,2.0,Very poor,Laptop/Desktop,0.0,8.0,1.0,NO
16,5.0,Very poor,Smartphone,2.0,7.0,1.0,NO
15,5.0,Average,Laptop/Desktop,4.0,8.0,2.0,YES
16,4.0,Average,Laptop/Desktop,8.0,8.0,0.5,YES
15,4.0,Very poor,Laptop/Desktop,4.0,5.0,4.0,NO
15,4.0,Good,Smartphone,4.0,7.0,2.0,YES
15,8.0,Very poor,Smartphone,2.0,8.0,1.0,NO
16,7.0,Good,Smartphone,2.0,8.0,0.5,NO
15,3.0,Average,Smartphone,4.0,7.0,1.0,YES
16,8.0,Average,Laptop/Desktop,1.0,8.0,0.0,NO
16,7.0,Average,Laptop/Desktop,3.0,8.0,3.0,NO
15,4.0,Average,Laptop/Desktop,4.0,7.0,1.0,YES
16,8.0,Average,Laptop/Desktop,8.0,7.0,2.0,NO
16,8.0,Average,Smartphone,4.0,5.0,8.0,YES
16,8.0,Good,Laptop/Desktop,4.0,7.0,2.0,NO
16,4.0,Good,Smartphone,4.0,7.0,2.0,YES
16,7.0,Good,Smartphone,3.0,7.0,2.0,NO
16,6.0,Average,Laptop/Desktop,1.0,9.0,1.0,NO
17,6.0,Average,Smartphone,1.0,8.0,1.0,NO
16,8.0,Very poor,Smartphone,5.0,8.0,1.0,YES
16,4.0,Average,Laptop/Desktop,1.0,9.0,2.0,YES
15,9.0,Excellent,Laptop/Desktop,10.0,6.0,0.0,NO
17,3.0,Very poor,Smartphone,6.0,8.0,2.0,YES
16,6.0,Very poor,Smartphone,3.0,10.0,1.0,YES
16,8.0,Average,Laptop/Desktop,0.0,6.0,6.0,NO
16,8.0,Average,Laptop/Desktop,1.0,8.0,1.0,YES
15,5.0,Very poor,Smartphone,3.0,9.0,3.0,YES
16,4.0,Good,Smartphone,3.0,8.0,1.0,YES
17,4.0,Very poor,Laptop/Desktop,0.0,7.0,1.0,NO
25,5.0,Average,Laptop/Desktop,1.0,6.0,5.0,YES
20,0.0,Very poor,Smartphone,6.0,9.0,3.0,YES
16,5.0,Very poor,Smartphone,2.0,8.0,1.0,NO
16,4.0,Very poor,Smartphone,5.0,7.0,1.0,YES
15,5.0,Good,Laptop/Desktop,2.0,6.0,0.5,NO
16,4.0,Very poor,Smartphone,2.0,6.0,5.0,NO
24,6.0,Average,Smartphone,6.0,7.0,2.0,YES
16,5.0,Excellent,Smartphone,1.0,11.0,0.0,NO
16,5.0,Average,Laptop/Desktop,4.0,6.0,1.0,YES
16,5.0,Average,Smartphone,2.0,10.0,1.0,NO
15,6.0,Average,Smartphone,1.0,9.0,1.0,YES
17,2.0,Very poor,Tablet,8.0,5.0,0.0,NO
16,5.0,Average,Laptop/Desktop,8.0,5.0,2.0,YES
12,5.0,Good,Tablet,1.0,7.0,4.0,YES
14,4.0,Excellent,Smartphone,2.0,9.0,1.0,YES
13,4.0,Excellent,Smartphone,3.0,8.0,1.0,YES
12,5.0,Good,Smartphone,5.0,6.0,1.0,YES
15,6.0,Average,Smartphone,11.0,7.0,5.0,YES
13,5.0,Excellent,Tablet,4.0,8.0,0.0,YES
12,4.0,Good,Tablet,1.0,9.0,1.0,NO
13,6.0,Good,Smartphone,2.0,6.0,1.0,YES
16,4.0,Good,Laptop/Desktop,1.0,7.0,1.0,YES
12,4.0,Excellent,Smartphone,2.0,6.0,0.0,YES
14,4.0,Good,Smartphone,3.5,9.0,2.0,YES
13,8.0,Good,Smartphone,3.0,13.0,1.0,NO
13,6.0,Average,Laptop/Desktop,2.0,5.0,1.0,NO
14,6.0,Average,Laptop/Desktop,8.0,8.0,1.0,NO
14,4.0,Average,Smartphone,0.0,9.0,3.0,YES
14,6.0,Good,Smartphone,3.0,7.0,1.0,YES
14,6.0,Average,Smartphone,2.0,4.0,1.0,YES
14,4.0,Excellent,Smartphone,2.0,12.0,1.0,YES
13,5.0,Good,Tablet,4.0,8.0,1.0,YES
18,7.0,Average,Smartphone,4.0,6.0,1.0,NO
13,3.0,Good,Tablet,4.0,7.0,1.0,NO
14,6.0,Average,Smartphone,3.0,10.0,1.0,YES
13,3.0,Very poor,Smartphone,1.0,7.0,3.0,NO
13,4.0,Average,Smartphone,2.0,8.0,2.0,NO
12,5.5,Good,Smartphone,2.0,7.0,3.0,YES
11,4.0,Excellent,Smartphone,2.0,11.0,1.0,YES
12,6.0,Excellent,Tablet,2.0,9.0,1.0,YES
13,2.0,Good,Smartphone,2.0,6.0,1.0,NO
14,6.0,Good,Laptop/Desktop,3.0,6.0,1.0,YES
16,4.0,Average,Smartphone,2.0,5.0,1.0,YES
13,5.0,Excellent,Smartphone,3.0,8.0,2.0,YES
12,4.0,Average,Smartphone,1.0,8.0,2.0,YES
15,8.0,Good,Laptop/Desktop,1.5,8.0,0.5,NO
14,5.0,Average,Smartphone or Laptop/Desktop,2.0,9.0,0.5,YES
14,3.0,Average,Smartphone,1.0,10.0,1.0,YES
15,4.0,Very poor,Smartphone,2.0,9.0,0.5,YES
17,6.0,Very poor,Smartphone,3.0,7.0,1.0,NO
22,5.0,Average,Laptop/Desktop,4.0,8.0,3.0,NO
13,6.0,Good,Smartphone,2.0,11.0,1.0,YES
11,5.0,Average,Smartphone,2.0,8.0,1.0,YES
13,4.0,Good,Smartphone,1.0,7.0,1.0,YES
14,5.0,Excellent,Smartphone,2.0,12.0,2.0,NO
12,6.0,Good,Laptop/Desktop,2.0,8.0,7.0,YES
13,4.0,Excellent,Laptop/Desktop,4.0,8.0,0.0,YES
12,4.0,Good,Smartphone,2.0,8.0,0.0,YES
13,6.0,Excellent,Smartphone,7.0,5.0,0.0,YES
14,6.0,Excellent,Laptop/Desktop,1.0,7.0,1.0,YES
14,6.0,Good,Smartphone,2.0,8.0,1.0,NO
12,6.0,Excellent,Smartphone,5.0,8.0,2.0,YES
14,6.0,Average,Smartphone,2.0,10.0,1.0,YES
14,3.0,Excellent,Smartphone,5.0,12.0,0.25,YES
12,4.0,Excellent,Smartphone,3.0,10.0,1.0,YES
14,4.0,Excellent,Smartphone,2.0,6.0,1.0,YES
13,6.0,Very poor,Laptop/Desktop,3.0,8.0,2.0,YES
12,5.0,Excellent,Smartphone,2.0,12.0,0.0,YES
13,5.0,Excellent,Laptop/Desktop,4.0,8.0,1.0,YES
12,4.0,Very poor,Smartphone,1.5,9.0,5.0,NO
13,6.0,Excellent,Laptop/Desktop,2.0,9.0,1.0,YES
12,6.0,Average,Smartphone,3.0,9.0,1.0,NO
12,5.0,Good,Laptop/Desktop,2.0,8.0,2.0,YES
13,6.0,Good,Tablet,2.0,6.0,1.0,YES
16,7.5,Good,Laptop/Desktop,4.5,6.0,0.5,YES
13,5.0,Excellent,Laptop/Desktop,6.0,6.0,0.0,YES
13,4.0,Good,Smartphone,4.0,8.0,1.0,YES
15,5.0,Average,Smartphone,2.0,13.0,1.0,NO
12,6.0,Excellent,Laptop/Desktop,3.0,9.0,4.0,YES
13,8.0,Average,Laptop/Desktop,2.0,7.0,1.0,YES
15,5.0,Good,Tablet,4.0,7.0,2.0,NO
13,3.0,Very poor,Smartphone,1.0,8.0,3.0,NO
12,3.0,Good,Smartphone,4.0,8.0,1.0,YES
14,6.0,Average,Smartphone,4.0,9.0,1.0,YES
13,4.0,Average,Smartphone,0.0,8.0,3.0,NO
14,5.0,Excellent,Laptop/Desktop,3.5,8.0,0.5,YES
13,5.0,Good,Tablet,2.0,7.0,1.0,YES
